ticker,fiscal_year,cash_operating_activities,dividends_paid
HCOM,2013,76961000,
HCOM,2014,90490000,
HCOM,2015,90596000,
HCOM,2016,90088000,
HCOM,2017,98710000,
HCP,2007,453051000,-393566000
HCP,2008,568697000,-457643000
HCP,2009,515634000,-517072000
HCP,2010,580498000,-590735000
HCP,2011,724161000,-787689000
HCP,2012,1034870000,-865306000
HCP,2013,1148987000,-956685000
HCP,2014,1248621000,-1001559000
HCP,2015,1222145000,-1046638000
HCP,2016,1214131000,-979542000
HCP,2017,847041000,-694955000
HCP,2018,848709000,-696913000
HCSG,2009,38307000,-32246000
HCSG,2010,37747000,-39285000
HCSG,2011,32948000,-42228000
HCSG,2012,60376000,-44093000
HCSG,2013,32158000,-46707000
HCSG,2014,57730000,-49077000
HCSG,2015,63361000,-51375000
HCSG,2016,41400000,-53342000
HCSG,2017,7630000,-55244000
HCSG,2018,80031000,-57201000
HD,2009,5528000000,-1521000000
HD,2010,4585000000,-1569000000
HD,2011,6651000000,-1632000000
HD,2012,6975000000,-1743000000
HD,2013,7628000000,-2243000000
HD,2014,7628000000,-2243000000
HD,2015,9373000000,-3031000000
HD,2016,9783000000,-3404000000
HD,2017,12031000000,-4212000000
HD,2018,13038000000,-4704000000
HDP,2014,-87864000,
HDP,2015,-99336000,
HDP,2016,-82440000,
HDP,2017,-29750000,
HDS,2012,-681000000,
HDS,2013,-367000000,
HDS,2014,295000000,
HDS,2015,422000000,
HDS,2016,513000000,
HDS,2017,502000000,
HDS,2018,584000000,
HDSN,2010,3128000,
HDSN,2011,613000,
HDSN,2012,-9266000,
HDSN,2013,-6417000,
HDSN,2014,1701000,
HDSN,2015,-10503000,
HDSN,2016,9348000,
HDSN,2017,18366000,
HDSN,2018,36331000,
HEAR,2012,6977000,-41000000
HEAR,2013,18290000,
HEAR,2014,-14834000,
HEAR,2015,-15133000,
HEAR,2016,-1830000,
HEAR,2017,3418000,
HEAR,2018,42249000,
HEI,2009,75817000,-3150000
HEI,2010,101717000,-3546000
HEI,2011,125518000,-4494000
HEI,2012,138585000,-5689000
HEI,2013,131836000,-120361000
HEI,2014,190689000,-31215000
HEI,2015,172863000,-9343000
HEI,2016,249184000,-10724000
HEI,2017,274885000,-12807000
HEI,2018,328487000,-15363000
HELE,2011,87430000,
HELE,2012,103880000,
HELE,2013,87558000,
HELE,2014,179264000,
HELE,2015,186543000,
HELE,2016,228501000,
HELE,2017,224207000,
HELE,2018,195303000,
HEMA,2010,-109000,
HEMA,2011,-1112000,
HES,2008,4688000000,-130000000
HES,2009,3046000000,-131000000
HES,2010,4530000000,-131000000
HES,2011,4984000000,-136000000
HES,2012,5660000000,-171000000
HES,2013,5098000000,-235000000
HES,2014,4457000000,-303000000
HES,2015,1981000000,-287000000
HES,2016,795000000,-350000000
HES,2017,945000000,-363000000
HES,2018,1939000000,-345000000
HFC,2013,871736000,-645920000
HFC,2014,760636000,-647197000
HFC,2015,985868000,-246908000
HFC,2016,606948000,-234004000
HFC,2017,951390000,-235508000
HGEN,2011,-15330000,
HGEN,2012,-23906000,
HGEN,2013,-38815000,
HGEN,2014,-35939000,
HGEN,2015,-29063000,
HGEN,2016,-20961000,
HGEN,2017,-14249000,
HGEN,2018,-6209000,
HGR,2010,54200000,
HGR,2011,61804000,
HGR,2012,70758000,
HGR,2013,77032000,
HGR,2014,49619000,
HGR,2015,57303000,
HGR,2016,68808000,
HGR,2017,30105000,
HGR,2018,78527000,
HI,2009,123200000,-45600000
HI,2010,118200000,-46200000
HI,2011,189500000,-46900000
HI,2012,138200000,-47600000
HI,2013,127200000,-48700000
HI,2014,179600000,-49700000
HI,2015,105000000,-50400000
HI,2016,238200000,-51100000
HI,2017,246200000,-51900000
HI,2018,248300000,-52100000
HI,2019,192700000,-52600000
HIBB,2010,61918000,
HIBB,2011,54921000,
HIBB,2012,87124000,
HIBB,2013,87124000,
HIBB,2014,53301000,
HIBB,2015,102392000,
HIBB,2016,58479000,
HIBB,2017,78675000,
HIBB,2018,73417000,
HII,2010,359000000,0
HII,2011,528000000,-1429000000
HII,2012,332000000,-5000000
HII,2013,236000000,-25000000
HII,2014,755000000,-49000000
HII,2015,861000000,-81000000
HII,2016,822000000,-98000000
HII,2017,814000000,-115000000
HII,2018,914000000,-132000000
HIL,2010,-15665000,
HIL,2011,-10470000,
HIL,2012,-6471000,
HIL,2013,21433000,
HIL,2014,5829000,
HIL,2015,536000,
HIL,2016,8898000,
HIL,2017,-11953000,
HIL,2018,-25897000,
HLF,2009,285056000,-48721000
HLF,2010,387875000,-53740000
HLF,2011,510540000,-85489000
HLF,2012,567800000,-135100000
HLF,2013,772900000,-123100000
HLF,2014,511400000,-30400000
HLF,2015,628700000,0
HLF,2016,367300000,0
HLF,2017,590800000,
HLF,2018,648400000,
HLI,2014,196507000,
HLI,2015,11721000,
HLI,2016,252020000,
HLI,2017,250647000,
HLI,2018,224274000,
HLS,2009,406100000,-26000000
HLS,2010,331000000,-26000000
HLS,2011,342700000,-26000000
HLS,2012,411500000,-24600000
HLS,2013,470300000,-38700000
HLS,2014,444900000,-72100000
HLS,2015,502000000,-77200000
HLS,2016,640200000,-83800000
HLS,2017,658300000,-91500000
HLS,2018,762400000,-100800000
HLT,2013,2101000000,0
HLT,2014,1307000000,0
HLT,2015,1446000000,-138000000
HLT,2016,1365000000,-277000000
HLT,2017,924000000,-195000000
HLT,2018,1358000000,-181000000
HMHC,2013,157203000,
HMHC,2014,491043000,
HMHC,2015,348359000,
HMHC,2016,143751000,
HMHC,2017,135130000,
HMHC,2018,114915000,
HMTV,2012,16489000,-5500000
HMTV,2013,7018000,
HMTV,2014,23394000,
HMTV,2015,42464000,
HMTV,2016,27655000,
HMTV,2017,25711000,
HMTV,2018,36790000,
HNI,2008,174369000,-38095000
HNI,2009,193205000,-38667000
HNI,2010,94384000,-38737000
HNI,2011,134278000,-41250000
HNI,2012,144777000,-43041000
HNI,2013,165002000,-43494000
HNI,2014,167796000,-44328000
HNI,2015,173352000,-46329000
HNI,2016,223362000,-48495000
HNI,2017,133149000,-49557000
HNI,2018,186430000,-51085000
HNNA,2010,2037000,-522000
HNNA,2011,1878000,-945000
HNNA,2012,2037000,-685000
HNNA,2013,6158000,-729000
HNNA,2014,9413000,-898000
HNNA,2015,14444000,-1383000
HNNA,2016,18186000,-1500000
HNNA,2017,19193000,-2210000
HNNA,2018,20871000,-2883000
HNNA,2019,14392000,-3539000
HNRG,2010,45872000,-2937000
HNRG,2011,60720000,-3505000
HNRG,2012,37042000,-23374000
HNRG,2013,27181000,-3476000
HNRG,2014,55866000,-4798000
HNRG,2015,94656000,-4794000
HNRG,2016,60918000,-4799000
HNRG,2017,61568000,-4892000
HNRG,2018,51344000,-4942000
HOG,2008,-608029000,-302314000
HOG,2009,609010000,-93807000
HOG,2010,1163418000,-94145000
HOG,2011,885291000,-111011000
HOG,2012,801458000,-141681000
HOG,2013,977093000,-187688000
HOG,2014,1146677000,-238300000
HOG,2015,1100118000,-249262000
HOG,2016,1174339000,-252321000
HOG,2017,1005061000,-251862000
HOG,2018,1205921000,-245810000
HOLX,2008,362216000,
HOLX,2009,550456000,
HOLX,2010,456712000,
HOLX,2011,456024000,
HOLX,2012,370200000,
HOLX,2013,493800000,
HOLX,2014,508400000,
HOLX,2015,786100000,
HOLX,2016,787200000,
HOLX,2017,908000000,
HOLX,2018,732900000,
HOLX,2019,649500000,
HOME,2015,14913000,
HOME,2016,43498000,
HOME,2017,106018000,
HOME,2018,86334000,
HOMR,2015,-57060,
HOMR,2016,-14823,
HON,2008,3791000000,-811000000
HON,2009,3946000000,-918000000
HON,2010,4203000000,-944000000
HON,2011,2833000000,-1091000000
HON,2012,3517000000,-1211000000
HON,2013,4335000000,-1353000000
HON,2014,5080000000,-1510000000
HON,2015,5519000000,-1726000000
HON,2016,5498000000,-1915000000
HON,2017,5966000000,-2119000000
HON,2018,6434000000,-2451000000
HOT,2008,646000000,-172000000
HOT,2009,571000000,-165000000
HOT,2010,764000000,-93000000
HOT,2011,641000000,-99000000
HOT,2012,1184000000,-242000000
HOT,2013,1151000000,-256000000
HOT,2014,994000000,-735000000
HOT,2015,890000000,-259000000
HP,2008,588634000,-19333000
HP,2009,895939000,-21111000
HP,2010,462288000,-22254000
HP,2011,977552000,-26741000
HP,2012,1000332000,-30049000
HP,2013,997185000,-93053000
HP,2014,1129082000,-264386000
HP,2015,1428574000,-298367000
HP,2016,753597000,-300152000
HP,2017,357217000,-305515000
HP,2018,544531000,-308430000
HP,2019,855751000,-313421000
HPE,2014,6911000000,
HPE,2015,3661000000,
HPE,2016,4958000000,
HPE,2017,889000000,
HPE,2018,2964000000,-570000000
HPJ,2010,3711921,
HPJ,2011,3694732,
HPJ,2012,3845903,
HPJ,2013,9394200,
HPJ,2014,15119550,
HPJ,2015,346196,
HPJ,2016,4794812,
HPJ,2017,-4082687,
HPJ,2018,7510869,
HPQ,2008,14591000000,-796000000
HPQ,2009,13379000000,-766000000
HPQ,2010,11922000000,-771000000
HPQ,2011,12639000000,-844000000
HPQ,2012,10571000000,-1015000000
HPQ,2013,11608000000,-1105000000
HPQ,2014,12333000000,-1184000000
HPQ,2015,7026000000,-1250000000
HPQ,2016,3252000000,-858000000
HPQ,2017,3677000000,-894000000
HPQ,2018,4528000000,-899000000
HQY,2014,15046000,-50347000
HQY,2015,26541000,0
HQY,2016,45591000,0
HQY,2017,81702000,
HQY,2018,113422000,
HRB,2013,497108000,-217201000
HRB,2014,809581000,-218980000
HRB,2015,626608000,-219960000
HRB,2016,544553000,-201688000
HRB,2017,552197000,-187115000
HRB,2018,850003000,-200469000
HRB,2019,606538000,-205461000
HRC,2009,225700000,-25600000
HRC,2010,139800000,-25800000
HRC,2011,222500000,-27000000
HRC,2012,261700000,-30100000
HRC,2013,263200000,-31200000
HRC,2014,210300000,-34200000
HRC,2015,213800000,-37100000
HRC,2016,281200000,-43800000
HRC,2017,311100000,-46600000
HRC,2018,395200000,-51800000
HRC,2019,401400000,-55400000
HRI,2009,1693314000,
HRI,2010,2208679000,
HRI,2011,2211100000,
HRI,2012,2713000000,
HRI,2013,3593000000,
HRI,2014,469200000,
HRI,2015,496300000,
HRI,2016,433400000,
HRI,2017,341700000,
HRI,2018,559100000,
HRL,2009,558768000,-101376000
HRL,2010,485532000,-109374000
HRL,2011,490479000,-129975000
HRL,2012,517781000,-152204000
HRL,2013,637805000,-174320000
HRL,2014,746879000,-203156000
HRL,2015,991992000,-250834000
HRL,2016,992848000,-296493000
HRL,2017,1010196000,-346010000
HRL,2018,1241729000,-388107000
HRS,2009,666800000,-106600000
HRS,2010,802700000,-115000000
HRS,2011,833100000,-127000000
HRS,2012,852900000,-139600000
HRS,2013,833000000,-165000000
HRS,2014,849000000,-180000000
HRS,2015,854000000,-198000000
HRS,2016,924000000,-252000000
HRS,2017,569000000,-262000000
HRS,2018,751000000,-272000000
HRT,2010,565877,-336461
HRT,2011,-1903752,-344659
HRT,2012,-1108301,-84119
HRT,2013,-489528,
HRT,2014,1780342,
HRT,2015,1469766,
HRT,2016,661247,
HRT,2017,-236823,
HRT,2018,505803,
HSIC,2009,398029000,
HSIC,2010,395480000,
HSIC,2011,554625000,
HSIC,2012,408099000,
HSIC,2013,664175000,
HSIC,2014,592504000,
HSIC,2015,615500000,
HSIC,2016,642576000,
HSIC,2017,545515000,
HSIC,2018,684706000,
HSII,2010,84294000,-9696000
HSII,2011,44774000,-9723000
HSII,2012,12493000,-11991000
HSII,2013,44033000,-7260000
HSII,2014,56764000,-9864000
HSII,2015,57583000,-9991000
HSII,2016,24823000,-9955000
HSII,2017,66970000,-10111000
HSII,2018,102902000,-10181000
HST,2008,1020000000,-531000000
HST,2009,552000000,-51000000
HST,2010,521000000,-127000000
HST,2011,662000000,-70000000
HST,2012,781000000,-187000000
HST,2013,1019000000,-313000000
HST,2014,1140000000,-469000000
HST,2015,1160000000,-646000000
HST,2016,1302000000,-596000000
HST,2017,1230000000,-628000000
HST,2018,1300000000,-629000000
HSTM,2010,16117000,
HSTM,2011,19755000,
HSTM,2012,22530000,
HSTM,2013,27054000,
HSTM,2014,34256000,
HSTM,2015,34917000,
HSTM,2016,24234000,
HSTM,2017,46712000,
HSTM,2018,41975000,-32357000
HSY,2008,519561000,-262949000
HSY,2009,1065749000,-263403000
HSY,2010,901423000,-283434000
HSY,2011,587867000,-304083000
HSY,2012,1094827000,-341206000
HSY,2013,1191399000,-393801000
HSY,2014,844377000,-440414000
HSY,2015,1214456000,-476132000
HSY,2016,983475000,-499475000
HSY,2017,1249515000,-526272000
HSY,2018,1599993000,-562521000
HTGM,2014,-12996616,
HTGM,2015,-19243273,
HTGM,2016,-22234208,
HTGM,2017,-16572308,
HTGM,2018,-13173918,
HTM,2010,-2208581,
HTM,2011,-5344366,
HTZ,2009,1701860000,
HTZ,2010,2237927000,-23000000
HTZ,2011,2236100000,-22900000
HTZ,2012,2743000000,-25000000
HTZ,2013,3615000000,-482000000
HTZ,2014,2941000000,
HTZ,2015,2776000000,
HTZ,2016,2529000000,
HTZ,2017,2394000000,
HTZ,2018,2556000000,
HUBB,2009,397700000,-78900000
HUBB,2010,266200000,-85600000
HUBB,2011,335000000,-90100000
HUBB,2012,349100000,-122300000
HUBB,2013,381800000,-109500000
HUBB,2014,391500000,-121200000
HUBB,2015,339400000,-133700000
HUBB,2016,411000000,-144000000
HUBB,2017,379000000,-157600000
HUBB,2018,517100000,-172300000
HUBS,2013,-19808000,
HUBS,2014,-12464000,
HUBS,2015,-423000,
HUBS,2016,19366000,
HUBS,2017,49614000,
HUBS,2018,84851000,
HUN,2009,1104000000,-96000000
HUN,2010,-58000000,-96000000
HUN,2011,365000000,-96000000
HUN,2012,774000000,-96000000
HUN,2013,708000000,-120000000
HUN,2014,760000000,-121000000
HUN,2015,575000000,-121000000
HUN,2016,1088000000,-120000000
HUN,2017,1219000000,-120000000
HUN,2018,1207000000,-156000000
HURC,2010,21752000,
HURC,2011,-1195000,0
HURC,2012,-6987000,0
HURC,2013,14385000,-646000
HURC,2014,16335000,-1693000
HURC,2015,28544000,-2034000
HURC,2016,-6863000,-2310000
HURC,2017,30372000,-2590000
HURC,2018,21012000,-2898000
HURN,2009,113926000,
HURN,2010,50051000,
HURN,2011,109409000,
HURN,2012,102364000,
HURN,2013,115258000,
HURN,2014,146453000,
HURN,2015,164267000,
HURN,2016,128311000,
HURN,2017,99795000,
HURN,2018,101658000,
HXL,2009,172800000,
HXL,2010,126500000,
HXL,2011,170500000,
HXL,2012,232400000,
HXL,2013,272900000,0
HXL,2014,318000000,0
HXL,2015,301000000,-38300000
HXL,2016,401400000,-39800000
HXL,2017,428700000,-42600000
HXL,2018,421400000,-48400000
HYH,2013,223800000,
HYH,2014,147900000,
HYH,2015,97600000,
HYH,2016,188800000,
HYH,2017,144200000,
HYH,2018,-145600000,
HZO,2010,40216000,
HZO,2011,-14680000,
HZO,2012,8674000,
HZO,2013,7811000,
HZO,2014,10809000,
HZO,2015,3069000,
HZO,2016,22863000,
HZO,2017,4745000,
HZO,2018,70414000,
HZO,2019,-12426000,
IAA,2018,278200000,0
IAC,2009,348547000,
IAC,2010,340707000,0
IAC,2011,372386000,-10668000
IAC,2012,354527000,-68163000
IAC,2013,410961000,-79189000
IAC,2014,424048000,-97338000
IAC,2015,405671000,-113196000
IAC,2016,344141000,
IAC,2017,416690000,0
IAC,2018,988128000,-105126000
IAIC,2010,529145,
IAIC,2011,-669390,
IAIC,2012,1363330,
IAIC,2013,-215664,
IAIC,2014,116682,
IAIC,2015,-264983,
IAIC,2016,-256509,
IAIC,2017,836067,
IAIC,2018,-763502,
IART,2009,143715000,
IART,2010,105571000,
IART,2011,104328000,
IART,2012,59100000,
IART,2013,53268000,
IART,2014,83565000,
IART,2015,104854000,
IART,2016,116405000,
IART,2017,114544000,
IART,2018,199683000,
IBM,2008,18812000000,-2585000000
IBM,2009,20773000000,-2860000000
IBM,2010,19549000000,-3177000000
IBM,2011,19847000000,-3473000000
IBM,2012,19587000000,-3773000000
IBM,2013,17483000000,-4058000000
IBM,2014,16869000000,-4265000000
IBM,2015,17008000000,-4897000000
IBM,2016,16958000000,-5256000000
IBM,2017,16724000000,-5506000000
IBM,2018,15248000000,-5666000000
ICE,2012,733000000,0
ICE,2013,714000000,-75000000
ICE,2014,1463000000,-299000000
ICE,2015,1311000000,-331000000
ICE,2016,2149000000,-409000000
ICE,2017,2085000000,-476000000
ICE,2018,2533000000,-555000000
ICHR,2016,27730000,
ICHR,2017,38803000,
ICHR,2018,60475000,
ICPT,2011,2602559,
ICPT,2012,-15746140,
ICPT,2013,-28006000,
ICPT,2014,-87738000,
ICPT,2015,-162902000,
ICPT,2016,-342441000,
ICPT,2017,-265402000,
ICPT,2018,-240714000,
ICPW,2010,64487,
ICPW,2011,235459,
ICPW,2012,-232437,
ICPW,2013,-1008067,
ICPW,2014,-923751,
ICPW,2015,-659425,
ICPW,2016,-763249,
ICUI,2007,41512000,
ICUI,2008,30322000,
ICUI,2009,51139000,
ICUI,2010,33095000,
ICUI,2011,64487000,
ICUI,2012,66271000,
ICUI,2013,65726000,
ICUI,2014,66340000,
ICUI,2015,64195000,
ICUI,2016,89941000,
ICUI,2017,154423000,
ICUI,2018,160215000,
IDA,2009,284425000,-56820000
IDA,2010,305400000,-57872000
IDA,2011,310243000,-59668000
IDA,2012,249269000,-68928000
IDA,2013,305549000,-78832000
IDA,2014,364343000,-88489000
IDA,2015,353194000,-96810000
IDA,2016,347706000,-104984000
IDA,2017,438020000,-113127000
IDA,2018,491626000,-121421000
IDCC,2009,320694000,0
IDCC,2010,133923000,0
IDCC,2011,-34338000,-18150000
IDCC,2012,177608000,-83077000
IDCC,2013,218175000,-12354000
IDCC,2014,242013000,-23729000
IDCC,2015,114499000,-28937000
IDCC,2016,430778000,-31135000
IDCC,2017,315800000,-43255000
IDCC,2018,146792000,-48468000
IDSY,2010,-3595000,
IDSY,2011,-6597000,
IDSY,2012,-9136000,
IDSY,2013,-1143000,
IDSY,2014,-301000,
IDSY,2015,-6902000,
IDSY,2016,-2483000,
IDSY,2017,3919000,
IDSY,2018,-1702000,
IDT,2011,50449000,-15178000
IDT,2012,34523000,-15014000
IDT,2013,57196000,-17123000
IDT,2014,45721000,-13635000
IDT,2015,30534000,-47594000
IDT,2016,49054000,-17358000
IDT,2017,19014000,-17874000
IDT,2018,6894000,-13941000
IDT,2019,85137000,0
IDXX,2009,174952000,
IDXX,2010,178833000,
IDXX,2011,217913000,
IDXX,2012,222408000,
IDXX,2013,245996000,
IDXX,2014,235846000,
IDXX,2015,221802000,
IDXX,2016,338943000,
IDXX,2017,373276000,
IDXX,2018,400084000,
IEHC,2010,70769,
IEHC,2011,435957,
IEHC,2012,472230,
IEHC,2013,1670287,
IEHC,2014,436015,
IEHC,2015,539775,
IEHC,2016,52403,0
IEHC,2017,1149161,-575867
IEHC,2018,6179099,0
IEP,2012,1607000000,
IEP,2013,2025000000,
IEP,2014,-202000000,
IEP,2015,779000000,
IEP,2016,1218000000,
IEP,2017,-1428000000,
IEP,2018,921000000,
IEX,2009,212532000,-38637000
IEX,2010,184477000,-46334000
IEX,2011,217241000,-54613000
IEX,2012,326180000,-64087000
IEX,2013,401522000,-72905000
IEX,2014,367961000,-85726000
IEX,2015,360321000,-96172000
IEX,2016,399917000,-102650000
IEX,2017,432753000,-111172000
IEX,2018,479345000,-127478000
IFF,2009,291637000,-78841000
IFF,2010,315136000,-81181000
IFF,2011,189190000,-90250000
IFF,2012,323796000,-130943000
IFF,2013,407562000,-87347000
IFF,2014,518390000,-133239000
IFF,2015,433578000,-158870000
IFF,2016,535406000,-184897000
IFF,2017,390756000,-206118000
IFF,2018,437575000,-230218000
IFON,2010,20009000,
IFON,2011,125000,
IFON,2012,-5897000,
IFON,2013,-3714000,
IFON,2014,-2943000,
IFON,2015,4858000,
IFON,2016,718000,
IFON,2017,-2594000,
IFON,2018,-7421000,
IGT,2009,547900000,-121300000
IGT,2010,591000000,-71300000
IGT,2011,612400000,-71700000
IGT,2012,446500000,-70600000
IGT,2013,462600000,-79000000
IGT,2014,199200000,-107700000
IHRT,2010,582373000,
IHRT,2011,374861000,
IHRT,2012,485132000,
IHRT,2013,212872000,
IHRT,2014,245116000,
IHRT,2015,-77304000,
IHRT,2016,-13982000,
IHRT,2017,-503740000,
IHRT,2018,966672000,
IHT,2010,-678711,-85472
IHT,2011,936047,-84430
IHT,2012,868148,-83846
IHT,2013,719744,-83449
IHT,2014,599923,-82665
IHT,2015,-603859,-88177
IHT,2016,-870966,-96630
IHT,2017,-1551059,-197512
IHT,2018,-1799421,-195575
IIN,2010,1616000,
IIN,2011,-3000,
IIN,2012,2006000,
IIN,2013,2315000,
IIN,2014,3158000,
IIN,2015,664000,
IIN,2016,-405000,
IIN,2017,4230000,
IIN,2018,177000,
ILMN,2009,172191000,
ILMN,2010,272573000,
ILMN,2011,358140000,
ILMN,2012,291873000,
ILMN,2013,386421000,
ILMN,2014,501271000,
ILMN,2015,659596000,
ILMN,2016,687238000,
ILMN,2017,875000000,
ILMN,2018,1142000000,
IMDZ,2013,-14298000,
IMDZ,2014,-20669000,
IMDZ,2015,-37291000,
IMDZ,2016,-38236000,
IMDZ,2017,-50514000,
IMDZ,2018,-51666000,
IMGN,2017,7645000,
IMGN,2018,-166422000,
IMMY,2013,-4438944,
IMMY,2014,-7057000,
IMMY,2015,-11143000,
IMMY,2016,-11215000,
IMMY,2017,-8803000,
IMO,2008,4263000000,-330000000
IMO,2009,1591000000,-341000000
IMO,2010,3207000000,-356000000
IMO,2011,4489000000,-373000000
IMO,2012,4680000000,-398000000
IMO,2013,3292000000,-407000000
IMO,2014,4405000000,-441000000
IMO,2015,2167000000,-449000000
IMO,2016,2015000000,-492000000
IMO,2017,2763000000,-524000000
IMO,2018,3922000000,-572000000
IMPV,2011,-6537000,
IMPV,2012,4467000,
IMPV,2013,9797000,
IMPV,2014,4126000,
IMPV,2015,23867000,
IMPV,2016,22494000,
IMPV,2017,67156000,
IMSCQ,2012,-10536000,
IMSCQ,2013,-10890000,
IMSCQ,2014,-9989000,
IMSCQ,2015,-12150000,
IMSCQ,2016,-1487000,
INCY,2010,97938000,
INCY,2011,-161715000,
INCY,2012,-94830000,
INCY,2013,9180000,
INCY,2014,26256000,
INCY,2015,89408000,
INCY,2016,304756000,
INCY,2017,-92988000,
INCY,2018,336227000,
INFI,2010,-26585000,
INFI,2011,-33109000,
INFI,2012,-80135000,
INFI,2013,-113907000,
INFI,2014,117715000,
INFI,2015,-83653000,
INFI,2016,-154356000,
INFI,2017,-36711000,
INFI,2018,-4714000,
INFN,2010,30537000,
INFN,2011,-1965000,
INFN,2012,-49466000,
INFN,2013,35180000,
INFN,2014,35963000,
INFN,2015,133176000,
INFN,2016,38377000,
INFN,2017,-21925000,
INFN,2018,-99083000,
INFO,2015,612600000,
INFO,2016,638300000,
INFO,2017,961500000,
INFO,2018,1289500000,
INFOR,2012,158200000,
INFOR,2013,280800000,
INFOR,2014,208200000,-65700000
INFOR,2015,432300000,-35000000
INFOR,2016,137800000,-171900000
INFOR,2017,307100000,-23700000
INFOR,2018,237300000,-76800000
INFU,2010,10812000,
INFU,2011,6746000,
INFU,2012,5452000,
INFU,2013,7463000,
INFU,2014,7255000,
INFU,2015,7054000,
INFU,2016,7909000,
INFU,2017,7583000,
INFU,2018,11391000,
INGR,2009,586000000,-45000000
INGR,2010,394000000,-45000000
INGR,2011,300000000,-50000000
INGR,2012,732000000,-69000000
INGR,2013,619000000,-112000000
INGR,2014,731000000,-128000000
INGR,2015,686000000,-126000000
INGR,2016,771000000,-141000000
INGR,2017,769000000,-165000000
INGR,2018,703000000,-182000000
INOV,2014,85528000,-2852000
INOV,2015,67554000,
INOV,2016,92830000,
INOV,2017,97706000,
INOV,2018,90401000,
INT,2009,77921000,-7747000
INT,2010,-35698000,-8911000
INT,2011,-142536000,-10603000
INT,2012,145791000,-10685000
INT,2013,264300000,-10700000
INT,2014,141200000,-10600000
INT,2015,447500000,-15300000
INT,2016,205100000,-16600000
INT,2017,205300000,-16300000
INT,2018,-182500000,-16200000
INTC,2008,10926000000,-3100000000
INTC,2009,11170000000,-3108000000
INTC,2010,16692000000,-3503000000
INTC,2011,20963000000,-4127000000
INTC,2012,18884000000,-4350000000
INTC,2013,20776000000,-4479000000
INTC,2014,20418000000,-4409000000
INTC,2015,19018000000,-4556000000
INTC,2016,21808000000,-4925000000
INTC,2017,22110000000,-5072000000
INTC,2018,29432000000,-5541000000
INTL,2010,113000000,
INTL,2011,209000000,
INTL,2012,-92100000,
INTL,2013,44900000,
INTL,2014,132600000,
INTL,2015,37900000,
INTL,2016,-27800000,
INTL,2017,13900000,
INTL,2018,-74000000,
INTL,2019,351700000,
INTT,2010,6449000,
INTT,2011,7822000,
INTT,2012,6645000,-834000
INTT,2013,3770000,
INTT,2014,5129000,
INTT,2015,3498000,
INTT,2016,4288000,
INTT,2017,7242000,
INTT,2018,10960000,
INTU,2009,812000000,
INTU,2010,998000000,0
INTU,2011,1013000000,0
INTU,2012,1246000000,-178000000
INTU,2013,1366000000,-203000000
INTU,2014,1446000000,-220000000
INTU,2015,1589000000,-283000000
INTU,2016,1460000000,-318000000
INTU,2017,1599000000,-353000000
INTU,2018,2112000000,-407000000
INTU,2019,2324000000,-501000000
INVA,2010,-75144000,
INVA,2011,-88338000,
INVA,2012,-127513000,
INVA,2013,-129602000,
INVA,2014,-130723000,
INVA,2015,10131000,
INVA,2016,60984000,
INVA,2017,141749000,
INVA,2018,223531000,
IO,2010,114591000,
IO,2011,129984000,
IO,2012,169081000,
IO,2013,147587000,
IO,2014,129780000,
IO,2015,-16524000,
IO,2016,993000,
IO,2017,27612000,
IO,2018,7098000,
IONS,2015,21125000,
IONS,2016,-112105000,
IONS,2017,174149000,
IONS,2018,602888000,
IOTS,2014,-580000,
IOTS,2015,-7127000,
IOTS,2016,-4858000,
IOTS,2017,-189000,
IOTS,2018,-17679000,
IP,2008,2669000000,-428000000
IP,2009,4655000000,-140000000
IP,2010,1631000000,-175000000
IP,2011,2675000000,-427000000
IP,2012,2967000000,-476000000
IP,2013,3028000000,-554000000
IP,2014,3077000000,-620000000
IP,2015,2545000000,-685000000
IP,2016,2420000000,-733000000
IP,2017,1624000000,-769000000
IP,2018,3073000000,-789000000
IPAR,2010,37845000,-6918000
IPAR,2011,-23721000,-9304000
IPAR,2012,60641000,-9780000
IPAR,2013,49194000,-28331000
IPAR,2014,36613000,-14841000
IPAR,2015,50084000,-15806000
IPAR,2016,54564000,-18015000
IPAR,2017,35891000,-21192000
IPAR,2018,63041000,-26287000
IPDN,2012,2617701,
IPDN,2013,-415485,
IPDN,2014,-8789996,
IPDN,2015,-6164168,
IPDN,2016,-6664064,
IPDN,2017,-6331146,
IPDN,2018,-4935963,
IPG,2009,540800000,-27600000
IPG,2010,817300000,-19600000
IPG,2011,273500000,-122700000
IPG,2012,357200000,-115000000
IPG,2013,592900000,-137600000
IPG,2014,696400000,-159000000
IPG,2015,688500000,-195500000
IPG,2016,512800000,-238400000
IPG,2017,881800000,-280300000
IPG,2018,565100000,-322100000
IPGP,2010,63432000,
IPGP,2011,87351000,
IPGP,2012,175276000,
IPGP,2013,119367000,
IPGP,2014,180105000,
IPGP,2015,256571000,
IPGP,2016,292288000,
IPGP,2017,405395000,
IPGP,2018,393301000,
IPHI,2010,12361000,
IPHI,2011,9603000,
IPHI,2012,6468000,
IPHI,2013,18658000,
IPHI,2014,8441000,0
IPHI,2015,72543000,
IPHI,2016,63073000,-725000
IPHI,2017,77308000,333000
IPHI,2018,78159000,405000
IPI,2009,81064000,
IPI,2010,123294000,0
IPI,2011,173869000,0
IPI,2012,187834000,-56474000
